latitude,longitude,depth,mag
-28.545,-68.8943,110,5.6
-29.5521,-69.2267,103.15,4.6
-28.1935,-67.2675,133.42,4.2
-28.8791,-69.1092,96.51,4.8
-28.0197,-66.5832,152.9,4.6
-27.4751,-67.2029,133.15,4.5
-27.2849,-70.7481,50.65,4.2
-28.0117,-66.7551,146.9,4.6
-27.7767,-71.1028,32.03,4.3
-27.8204,-69.9268,96.45,4.1
-27.0067,-70.0454,91.88,4.2
-25.575,-68.7787,113.16,4
-27.9223,-66.5219,157.09,4.8
-28.707,-67.4005,129.24,4.7
-27.3294,-69.7109,134.27,4.4
-28.8084,-67.3778,170.25,4.2
-29.308,-70.334,83.9,4.1
-28.5959,-70.8183,75.19,4.3
-27.5238,-67.214,119.2,5.1
-27.065,-70.409,85.8,4.2
-28.0203,-68.2753,105.82,4.4
-27.6127,-70.0672,82.85,5.1
-25.7452,-69.3262,106.99,4.7
-28.1121,-68.8279,103.94,4.4
-27.5873,-67.3446,131.86,4.7
-27.9112,-67.1016,174.24,4
-27.5609,-69.6017,114.81,4.2
-27.0913,-66.3875,164.72,4.6
-28.8934,-70.2806,105.11,4.4
-29.2266,-69.3046,93.74,4.8
-28.8729,-67.6567,171.4,4.1
-29.32,-67.2056,109.9,4.6
-29.1774,-67.9683,103.9,4.8
-26.1613,-68.4146,148.53,4
-27.8715,-71.3402,16.17,5.1
-28.4886,-68.1209,171.99,4.3
-28.2557,-67.4544,123.1,4.4
-29.467,-69.5894,121.24,4.5
-26.5612,-71.0265,44.91,4.8
-25.7045,-69.4836,89.33,4.2
-28.3357,-68.8358,110.7,4.2
-28.8177,-67.3701,124.34,4.5
-29.0115,-69.635,124.79,4.2
-27.4844,-69.453,102.08,4.3
-28.0774,-68.4816,146,4.3
-27.0525,-71.3593,15.88,4.7
-27.0627,-71.4213,35.11,4.4
-27.0414,-71.2411,18.29,4.8
-28.7157,-70.3071,114.87,4.3
-28.738,-70.5,88.8,4.6
-27.0566,-71.3287,4.87,4.7
-27.9344,-66.4859,156.36,4.8
-26.317,-70.695,34.5,4.3
-28.39,-70.474,82.3,4.3
-27.907,-71.1501,23.93,4.2
-28.8647,-67.4565,109.12,5.7
-28.1225,-67.3071,118.77,5.3
-25.3841,-70.169,58.87,4.7
-28.0597,-71.0381,57.9,4.2
-27.9604,-66.6952,148.98,4.7
-28.5698,-69.3981,145.44,4.1
-25.1833,-70.3654,53.01,5.3
-27.6937,-70.2406,90.27,4.4
-26.7009,-71.0692,10,5
-25.634,-70.471,72.4,4.2
-28.3457,-70.702,98.95,4.4
-25.3596,-69.481,134.14,4.4
-28.077,-69.1877,145.08,3.7
-29.2512,-70.3966,125.52,4.4
-28.3094,-71.1718,52.1,4.5
-27.9023,-71.3135,22.95,4.1
-27.591,-69.6,120.7,4.1
-26.1213,-70.4734,48.74,4.4
-27.68,-71.226,35,4.6
-27.527,-70.721,55.1,4.3
-27.9183,-71.2655,24.16,4.1
-28.681,-70.0481,138.65,4.2
-26.105,-69.396,103.9,4.3
-26.1067,-70.5111,72,6.1
-27.9704,-66.6317,153,4.4
-26.626,-70.683,42.7,4.3
-26.6355,-70.8474,35.24,4.1
-27.14,-71.24,33,3.6
-25.047,-69.1158,112.36,4.3
-29.5064,-70.0941,114.75,3.8
-25.7705,-69.3417,118.96,5.5
-27.359,-67.2802,124.13,4.4
-29.4016,-68.2242,105.04,4.3
-28.72,-67.6,155,4.2
-25.89,-69.48,90,4.4
-27.5964,-66.6479,31.3,4.4
-24.982,-69.15,117.6,4.4
-27.9805,-66.4687,156.55,5.1
-29.2418,-69.2959,96.03,4.6
-27.8494,-71.3502,10,4.7
-29.4577,-66.8295,12.21,3.4
-24.8083,-69.4078,87.87,4.7
-25.9107,-70.7578,55.32,4.7
-28.0446,-66.711,160.65,4.4
-24.7819,-69.0935,98.09,4.4
-28.0115,-66.4492,160.8,4.1
-27.2582,-71.2663,7,4.4
-26.4613,-69.8601,59.32,5.3
-28.9457,-69.9853,89.14,4.5
-29.649,-69.4754,120.87,4.2
-26.0349,-70.8699,34.01,4.7
-26.9508,-70.9885,38.63,4.3
-28.8908,-67.5705,100.06,4.5
-29.2747,-68.224,22.39,4
-28.66,-68.9062,97.85,4.3
-25.865,-70.884,55.1,4.4
-25.849,-69.185,115.5,4
-28.9632,-66.6107,18.09,3.6
-29.6893,-69.1636,110.42,4.6
-26.4372,-70.8561,36.87,5
-29.696,-68.8906,100.12,4.1
-28.3278,-67.5022,129.94,4.6
-28.4636,-67.9168,25.68,4.9
-28.6434,-70.0112,97.45,4.4
-29.1558,-68.9521,84.89,4.7
-25.7963,-70.9705,30.26,3.7
-27.3816,-66.8167,113.26,4.4
-27.1936,-70.0544,98.73,4.1
-25.543,-70.484,57.6,3.9
-29.4726,-69.5714,92.46,4.3
-28.7086,-70.5038,111.53,4.3
-25.655,-70.785,55,4.2
-29.9521,-68.4605,95.85,4.5
-27.6585,-70.7834,61.16,4.2
-25.4308,-69.2815,120.52,4.1
-28.05,-66.3784,159.03,4.2
-25.21,-70.192,42.6,4.3
-27.8917,-66.4071,143.48,4.1
-28.2084,-71.0002,61.82,4.6
-28.2403,-67.5208,126.27,4.5
-28.204,-70.697,39.4,4.5
-26.2449,-71.1889,35,4.2
-24.9779,-68.2707,117.69,4.2
-27.7547,-71.0793,20.19,4.4
-28.297,-67.531,153,4.8
-28.605,-70.224,96.1,3.9
-27.9834,-66.4681,163.19,4.5
-25.048,-69.37,93.5,4.2
-27.9498,-71.3795,35.43,4.2
-26.942,-70.826,55.1,4.1
-26.916,-70.79,39,3.6
-27.1773,-69.8589,105.69,4.1
-26.678,-70.215,59.3,4.1
-28.3289,-68.957,81.97,4
-29.4982,-68.6046,89.73,4.6
-25.8869,-69.3122,6,3.8
-29.616,-68.163,100,4
-29.735,-69.234,119,4.3
-29.6274,-68.184,42.36,4.1
-28.993,-67.532,11,4.3
-28.216,-70.649,43.8,5.2
-27.9129,-66.9694,161.98,4.1
-27.0638,-69.345,109.24,4.6
-28.8752,-67.9926,17.36,4.4
-27.9289,-66.2038,158.73,4.5
-27.0782,-69.1612,114.56,4.6
-28.338,-69.76,113.4,4.2
-27.899,-71.124,59.8,4.2
-25.0082,-68.8138,89.19,4.5
-27.673,-70.287,92.6,4
-26.1188,-69.3253,101.46,4.3
-28.3003,-67.3667,118.91,4.6
-28.65,-70.807,45.1,4.7
-29.4782,-69.4231,112.87,4.7
-27.5491,-71.5076,16.78,4.6
-28.748,-69.895,104.4,4.1
-27.955,-66.742,182,4
-27.865,-70.889,47,4.6
-27.8681,-66.861,163.45,4.1
-27.8657,-71.065,33.68,5.2
-27.2224,-71.413,10,4
-28.048,-66.454,180,4.6
-27.2408,-71.4301,10,4.1
-27.2673,-71.4096,10,4.4
-27.8052,-71.448,48.59,4.4
-24.862,-68.704,143.9,4.1
-25.049,-68.564,146.8,4.3
-28.163,-71.13,35.4,4.5
-24.913,-69.048,119.9,3.8
-27.998,-66.668,177,4.5
-27.3336,-67.1378,137.6,4.2
-27.9392,-67.9103,161.25,4.5
-29.4227,-68.1586,105.96,4.5
-28.286,-67.899,126,4.2
-27.8775,-66.6352,149.74,4.7
-26.696,-70.605,54.1,3.9
-27.458,-71.25,25,4.3
-28.8382,-69.882,117.85,4.3
-28.292,-67.488,144,3.7
-27.34,-70.89,25,4.5
-27.722,-70.995,40,4
-28.376,-69.053,98.09,4.8
-24.6437,-69.1339,122.17,4
-27.468,-71.037,28.9,4.5
-24.7138,-68.1162,171.32,4
-28.7095,-69.4168,118.58,4.8
-25.001,-69.946,64.4,4.1
-28.2446,-67.337,107.57,4.4
-28.2836,-68.8811,88.45,4.2
-25.48,-70.64,53.4,4.1
-28.235,-69.276,115,4.6
-27.7791,-71.3242,10,4.2
-28.499,-67.8885,113.75,4.6
-27.8748,-66.6773,157.25,4.2
-25.2338,-69.1491,106.13,4.2
-27.451,-69.388,115.3,4.5
-27.871,-66.8378,154.83,4.5
-29.7166,-68.3373,99.8,4.2
-27.2616,-70.1078,112.68,3.6
-29.1926,-66.6787,41.23,3.9
-27.618,-70.996,50.7,4
-28.304,-71.129,62.8,4.2
-27.898,-71.097,33.8,4.3
-28.948,-68.688,107.91,4.4
-28.466,-67.3144,128.37,4.3
-29.2195,-68.5746,62.77,4.2
-28.312,-70.699,57.8,4
-28.0758,-70.8253,69.88,4.6
-28.6396,-67.5002,118.04,4
-27.382,-70.284,13.3,3.4
-27.978,-69.941,99.6,4.8
-27.6027,-67.4017,127.48,4
-25.9178,-70.838,32.52,4.2
-27.874,-66.819,184,4.1
-27.473,-69.107,110.6,4.2
-24.799,-69.362,107.9,4
-28.1534,-65.8019,26.91,4.6
-27.478,-70.635,52.5,3.8
-26.008,-70.694,44.2,4.1
-28.3904,-69.018,106.95,4.4
-28.2461,-71.2961,40.01,4.4
-28.1502,-71.1175,40.33,4.2
-27.41,-68.101,147,4.1
-24.943,-69.401,108,4.7
-27.576,-71.3198,35.27,4.6
-27.9954,-66.8071,161.73,4
-28.554,-70.976,65.9,4
-27.191,-70.942,8.7,4.5
-29.8311,-67.5051,103.46,4.6
-25.41,-69.77,71.9,4
-26.8838,-71.07,10,4.6
-28.3127,-67.4327,118.05,4.4
-27.927,-66.521,199,4.4
-25.8085,-70.698,25.7,4.2
-28.2701,-67.4745,113.24,4.6
-28.386,-69.0054,113.53,4.7
-26.8823,-70.8849,23.48,4.1
-26.8632,-71.0811,38.37,3.8
-26.8732,-71.0682,10.32,4.7
-29.1902,-68.8042,27.61,5.2
-29.1646,-68.7459,10,5.7
-27.8918,-66.7205,165.02,4
-26.444,-71.052,55.1,3.5
-26.4492,-71.0072,27.04,4.2
-26.4209,-70.8956,31.73,4.3
-27.8937,-71.2189,14.84,4.8
-29.3362,-70.0557,101.15,4.4
-28.8587,-66.9988,135.25,4.6
-27.8261,-71.254,22.83,4.6
-25.153,-70.236,47.8,4.4
-27.9268,-66.3688,163.39,4.4
-27.939,-71.141,57,4.4
-27.9762,-66.5084,140.68,4.3
-28.244,-70.837,85.3,3.8
-28.532,-67.95,127,4.7
-28.98,-70.016,118.1,4.7
-28.857,-67.394,130,4.1
-27.9519,-66.6125,152.55,4.2
-28.504,-67.396,149,4.4
-27.9198,-66.5711,152.66,4.2
-29.3228,-66.7828,40.31,4.6
-27.918,-66.908,174,4.6
-27.8191,-66.827,155.73,4.5
-29.286,-67.7789,119.51,4.4
-27.9515,-66.5612,150.9,4.8
-28.764,-66.962,153,4.8
-25.509,-70.521,71.5,5.5
-28.5998,-66.9562,127.82,4.7
-27.415,-70.914,65,3.8
-25.348,-69.073,105.2,4.1
-27.7767,-66.6499,143.88,4.6
-27.759,-69.262,117.5,4.1
-28.504,-67.591,133,4.3
-28.3644,-69.2052,95.2,4.4
-27.5375,-67.4951,141.64,4.3
-27.4624,-68.8261,110.84,4.1
-27.5312,-67.3262,119.88,4.4
-26.0424,-67.4702,49.57,4.3
-28.2371,-71.1087,51.97,4.5
-27.7073,-67.2891,128.33,4.2
-28.079,-65.753,33,4.6
-29.1366,-68.4507,105.03,4.1
-26.701,-69.873,81.6,3.9
-25.0033,-68.8497,107.86,4.3
-28.11,-70.785,47.2,4
-27.486,-69.33,117.9,4.3
-27.935,-67.398,136,4.7
-28.3601,-67.5396,128.92,4.2
-28.0878,-67.1849,124.28,4.8
-28.833,-70.639,106.1,4.6
-26.9572,-70.9284,32.44,4.1
-26.864,-70.735,70,4.2
-26.928,-66.901,115,4.3
-25.268,-70.25,33.4,4.5
-27.75,-70.319,65.6,3.3
-29.061,-69.6,115,4.5
-24.645,-68.671,116.5,4.2
-28.665,-71.098,54.3,5.2
-27.9947,-68.7553,87.34,4.4
-28.954,-68.5203,107.77,4.5
-26.729,-69.41,10,4.9
-29.478,-69.463,97.5,4.4
-26.963,-66.83,9.9,4.9
-27.695,-67.455,122.6,4.4
-25.998,-70.629,43.3,4.5
-27.976,-66.797,160.1,4.5
-25.868,-70.428,47,4.2
-27.861,-66.922,186.7,4.4
-26.145,-69.222,16,4.7
-27.607,-71.07,29,4.1
-26.174,-69.525,11.6,4.6
-26.09,-69.038,120.1,4.1
-26.229,-69.117,10.8,4.1
-26.241,-69.157,18.9,4.8
-28.636,-66.336,49.7,4.3
-27.898,-66.577,166.9,4.5
-28.671,-67.198,134.5,4.2
-26.157,-69.442,10,5.4
-26.161,-69.191,20,5.4
-27.258,-67.198,121.8,4.5
-27.874,-66.783,140.8,4.2
-29.188,-69.303,80.2,4.4
-28.629,-70.508,99.1,4.9
-29.399,-68.543,6,4.6
-28.997,-68.812,87.2,4.5
-28.99,-69.686,106.3,4.5
-29.451,-68.093,108,4.6
-27.755,-71.004,65.1,4.5
-29.306,-69.287,89.9,4.6
-29.138,-70.003,125.3,4.1
-25.882,-70.016,58.2,4.2
-28.044,-71.168,53.3,4.5
-27.945,-66.75,149,4.7
-27.873,-69.567,8.5,4.7
-27.426,-71.346,42.3,4.9
-27.774,-66.425,155,5.1
-25.092,-68.334,100,4.1
-27,-70.136,61.3,4.5
-28.065,-70.809,52.4,4
-28.084,-70.813,44.2,4.6
-28.027,-70.804,44.1,4.6
-28.497,-67.437,148,4.5
-28.09,-70.832,40.4,4.5
-28.163,-70.608,43.3,4.2
-28.093,-70.615,55.4,4.7
-28.094,-70.653,45,6.8
-26.184,-68.997,6.8,4.8
-26.514,-70.471,86.1,4.5
-25.258,-69.069,99.3,4.4
-28.622,-69.55,126,4.5
-28.152,-70.771,59.2,4.1
-25.862,-66.849,35.8,4.2
-27.647,-70.195,107.6,3.4
-28.644,-70.21,74.9,4.6
-28.745,-70.302,95.4,4.6
-27.975,-66.504,177.1,4.8
-27.328,-69.041,91.4,4.8
-27.538,-69.118,106.7,4.8
-27.807,-66.631,143.8,4.5
-25.925,-70.093,24.3,4.7
-25.767,-70.55,32.5,5.1
-26.163,-70.706,26.2,4
-29.393,-69.211,96.5,4.8
-27.5,-69.405,117.9,4.3
-27.79,-70.359,80.8,4.1
-28.475,-70.084,99.4,4.6
-27.994,-70.461,51.6,4.1
-27.49,-67.237,162,4.4
-28.434,-69.523,92.9,4.5
-27.24,-71.114,27.7,5
-28.619,-71.105,38.6,4.6
-28.428,-70.521,49.5,4.4
-25.358,-69.143,119.3,4
-27.801,-70.803,67.6,5.2
-28.877,-66.449,31.6,4
-27.716,-70.269,100.6,4
-26.003,-70.903,65.1,4.6
-28.034,-66.526,139.6,4.6
-26.339,-69.797,76.3,4.6
-27.194,-69.566,126.8,4.1
-27.496,-70.853,83.6,3.9
-28.389,-68.949,88.6,4.4
-28.168,-70.424,62,4.4
-28.561,-70.878,35,5.4
-25.442,-69.77,73.2,4.2
-28.502,-70.48,71.2,4.7
-27.769,-66.667,154.6,4.5
-28.018,-71.001,76.5,4.5
-27.516,-71.028,23.3,4.7
-27.839,-70.904,31.6,4.7
-29.065,-69.702,110.7,4.4
-25.729,-70.562,28,5.8
-28.842,-68.869,107,4.6
-27.505,-71.04,48.5,4.8
-26.181,-70.851,55.1,4.6
-28.046,-70.31,70,4.1
-24.853,-69.117,95.2,4.1
-25.76,-69.205,103.4,4.3
-25.571,-70.697,8.5,4.6
-28.822,-68.056,113,4.1
-29.275,-69.602,100,4.5
-28.156,-66.492,147.6,4.2
-25.005,-69.752,100.5,4.6
-26.446,-70.61,72.9,4.3
-28.51,-70.829,76.4,4
-28.423,-68.804,77.5,4.5
-28.682,-71.03,58.8,5
-27.96,-71.144,40.2,4.8
-26.035,-68.787,87.9,4.9
-27.921,-71.143,45.8,4.6
-26.913,-71.105,45.2,4.6
-25.205,-69.27,35.6,4.7
-27.782,-70.25,67,4.9
-27.587,-66.664,31.4,4.7
-27.879,-70.642,65.1,4.2
-28.198,-71.268,44.5,4.7
-27.977,-71.151,25.9,4.1
-28.023,-70.801,57.6,4.5
-28.008,-71.303,29.2,4.3
-27.892,-71.227,26,4.3
-27.899,-70.918,20,6.1
-29.158,-67.55,140,4.7
-28.806,-68.515,83.7,4.6
-27.875,-71.198,16.6,4.5
-25.72,-70.796,45.4,4.8
-25.741,-70.959,47.1,5.7
-26.324,-70.749,43.5,4.6
-28.601,-69.223,113.3,4.5
-26.542,-69.23,20.8,5
-25.564,-70.332,36.1,4.6
-28.707,-71.014,43.1,4.8
-26.256,-70.131,69.1,4.8
-28.86,-69.583,111,4.4
-27.675,-67.389,122.2,4.7
-25.706,-70.646,48.2,3.9
-27.083,-70.88,12.3,4.6
-28.332,-67.653,115.8,4.8
-27.882,-71.122,18.3,4.2
-27.771,-66.571,170.1,5.4
-25.524,-70.486,22.9,4.1
-28.548,-67.443,116.1,4.4
-29.335,-69.705,103.4,5.5
-28.759,-67.436,98.9,5
-27.32,-70.522,80.3,4.5
-29.831,-68.576,91.6,4.1
-29.036,-69.442,87.1,4.9
-26.708,-70.78,10,4.5
-27.958,-66.559,163.8,5.3
-26.268,-70.663,39.3,4.5
-24.918,-69.25,84.2,4.3
-29.28,-69.281,98.1,4.3
-26.586,-66.702,159.6,4.7
-28.751,-70.58,47.3,4.8
-28.495,-68.68,80.7,4.7
-28.631,-69.753,101.9,4.4
-27.637,-67.319,61.9,4.1
-27.54,-69.09,101,5.2
-28.408,-71.165,41.5,4.5
-27.898,-66.575,152,5
-27.622,-70.321,61.9,5.2
-27.618,-69.521,94.9,5.4
-27.353,-70.685,70.6,4.6
-29.426,-69.541,112.4,4.4
-25.724,-70.17,35,4.2
-29.039,-69.486,110,5.3
-28.951,-68.723,89.9,4
-27.416,-67.167,125.8,4.1
-25.06,-69.793,28.7,5
-24.92,-69.081,79.6,4.3
-28.085,-66.515,188,5.1
-28.887,-67.238,122,4.3
-27.132,-70.765,40.3,4.5
-27.544,-67.345,142.1,5.1
-28.78,-67.333,114.4,4.8
-27.896,-70.724,66.7,4.7
-27.4,-65.878,10,4.7
-29.175,-68.357,5,4
-29.186,-68.162,43.5,4.8
-25.808,-66.736,10,5.1
-28.806,-70.788,69.2,3.4
-26.02,-67.012,34,4
-28.499,-70.858,51.8,4.2
-25.68,-70.667,49.5,5.5
-28.559,-68.124,117.7,5.8
-29.131,-69.822,102.6,4.6
-29.315,-68.477,46.2,4.3
-27.953,-70.821,42,6.3
-25.87,-66.663,35,4.4
-28.127,-70.399,78.4,4.5
-25.8,-66.879,43.7,4.3
-25.82,-66.813,63.8,4.8
-26.005,-66.688,10,4.4
-25.712,-66.617,10,5.8
-28.419,-70.67,35,4.3
-28.667,-67.544,132.2,4.4
-27.136,-71.23,22.8,4.2
-25.621,-70.59,17,4.5
-28.227,-70.698,57.4,5.3
-28.088,-66.539,155.7,4.3
-27.584,-65.829,26.8,5.2
-28.762,-66.856,7.4,4.3
-27.465,-71.339,19.8,4.4
-27.396,-71.232,14.1,4.5
-25.807,-70.533,50.9,5
-27.882,-69.425,108.5,4.6
-28.607,-71.035,45,5
-29.189,-68.375,97.5,4.3
-26.088,-71.037,43.2,4.9
-27.921,-67.61,50.3,4.1
-27.872,-66.484,158.7,4.7
-29.657,-69.22,102.9,4.3
-28.799,-69.928,88.7,4.7
-25.694,-70.2,28.7,5.1
-26.455,-70.702,38.2,4.3
-29.474,-67.33,123.5,4.9
-27.605,-70.624,36.4,4.3
-27.628,-70.814,44.8,4.3
-27.675,-71.17,21,4.6
-28.275,-67.373,111.5,4.2
-27.942,-70.761,10,4.1
-27.893,-66.672,173.5,5.5
-24.689,-69.094,18,4.3
-26.812,-70.713,32.3,4.3
-28.334,-65.927,78.8,4.3
-27.422,-69.679,105.9,4
-27.388,-70.645,50.1,4.4
-28.446,-70.445,70.8,4
-28.778,-67.247,137.1,4.2
-27.231,-69.636,93.6,5.2
-27.498,-70.327,1.6,3.5
-28.483,-70.455,90.5,4
-29.04,-70.581,101.5,4.5
-27.139,-70.024,96.3,4.1
-27.915,-66.655,157.1,4.5
-27.842,-66.593,174.2,5.7
-27.486,-71.125,40.3,4.8
-29.102,-69.887,145,4.3
-25.702,-70.454,41.5,4.7
-27.989,-66.662,170.7,4.3
-28.75,-67.195,136.8,4.7
-29.639,-69.681,100,4.6
-26.95,-71.112,26.6,4.5
-29.134,-69.807,75,5.4
-28.499,-68.686,86,4.5
-27.987,-71.104,52.2,5.3
-27.457,-69.953,83.6,4.3
-26.568,-67.03,131.8,4.3
-28.491,-70.498,88.5,4.4
-28.317,-67.676,41.6,4.1
-28.267,-70.782,56.5,3.4
-27.97,-66.879,147,3.8
-28.341,-67.333,129.4,3.9
-27.82,-66.747,164.3,3.8
-27.708,-71.118,35,0
-27.513,-71.423,35,0
-28.639,-71.089,78.4,4.3
-29.104,-67.029,51.9,4.1
-29.547,-69.559,126.3,4
-28.097,-70.72,47.2,3.8
-27.737,-71.287,44.5,3.7
-28.339,-70.795,22.5,2.7
-28.556,-71.007,75,2.9
-27.564,-70.595,50.3,2.9
-26.211,-69.564,86.2,0
-27.856,-71.095,15,4.3
-27.854,-71.123,35,4.6
-28.27,-71.209,43.6,3.4
-25.849,-69.241,97.2,4.7
-27.144,-67.624,163.8,0
-27.236,-69.322,113.4,5.1
-28.453,-71.152,34.7,3.1
-27.604,-71.101,40.6,3.6
-28.274,-68.323,102.2,3.9
-27.193,-69.967,69.5,3.2
-29.534,-67.905,152.7,0
-28.618,-71.093,56.4,3.1
-28.524,-70.247,38.2,2.9
-27.577,-69.18,55,3.7
-28.309,-67.339,124.1,4.8
