latitude,longitude,depth,mag
-28.165,-69.527,105.09,4.4
-23.1408,-66.8587,219.29,4.1
-24.2969,-67.0574,161.68,4.8
-24.04,-67.0325,219.82,4.5
-24.1542,-67.3927,197.23,4.8
-29.0156,-69.7738,109.38,4.3
-23.9833,-67.0896,221.52,4.5
-24.3238,-69.0175,123.34,4.3
-24.1022,-66.9877,182.45,4.3
-24.2324,-67.2308,178.27,4.4
-29.7279,-71.3318,46.49,4.3
-24.1709,-66.9132,205.24,4.3
-27.3991,-67.718,185.21,4.2
-24.2424,-67.1025,169.92,4.4
-24.2226,-67.4281,210.73,4.2
-27.2965,-71.0547,35,4.5
-28.2188,-71.2052,39.83,4.2
-23.9644,-66.7207,193.61,4.3
-24.2385,-67.0406,164.97,4.3
-31.3042,-68.656,106.34,4.4
-28.5135,-71.4562,22.88,4.7
-31.4849,-68.764,112.71,4.6
-27.7513,-70.63,63.82,4.2
-29.8339,-71.2929,55.94,4.3
-24.0082,-67.1358,212.02,4.1
-24.1711,-66.9858,218.23,4.5
-27.7317,-71.2941,22.47,4.1
-28.8739,-67.3629,158.85,4.2
-28.3045,-70.5367,86.26,4.7
-26.137,-71.2257,17.3,4
-25.8654,-70.7023,50.64,4.2
-31.5726,-69.6614,112.22,4
-31.6242,-69.197,111.3,4.2
-29.1642,-67.6662,120,5.6
-29.1792,-71.8827,37.04,4.1
-23.5131,-66.7769,208.09,4.4
-30.1451,-69.3663,126.46,4.2
-23.2262,-67.8169,132.81,4.6
-30.2439,-68.9122,12.26,5
-24.0637,-67.2112,207.27,4.7
-23.5123,-66.9073,204.52,4.2
-29.1981,-71.7567,12.12,4.6
-26.2977,-70.9633,25.61,4.2
-24.1948,-67.2746,193.07,4.2
-30.7096,-71.3333,46.52,4.5
-31.1926,-68.4138,97.4,4.3
-24.3412,-67.5869,176.7,4.1
-29.3837,-69.7346,104.15,4.5
-23.7411,-68.9866,92.51,4.2
-24.2754,-66.8928,169.45,4.7
-29.25,-71.725,36.3,4.7
-27.2004,-71.1177,35,4.2
-22.9343,-69.2518,69.23,4
-24.141,-67.0918,209.23,4.3
-24.0101,-66.9492,220.45,4.5
-23.4117,-67.5576,125.89,4.8
-23.9378,-66.7137,215.25,4.3
-24.1606,-66.9746,174.11,4.3
-23.6769,-66.9243,204.75,4.6
-24.2533,-67.0521,188.33,4.5
-24.2556,-67.2477,194.66,4.2
-24.0376,-67.9219,151.47,4
-28.6483,-67.5895,140.46,4.3
-23.1959,-69.1071,106.15,4.6
-24.0717,-67.0091,240.81,4.1
-29.855,-71.3503,35.1,5.4
-23.2577,-66.5587,238.73,4.1
-27.8767,-66.7515,157.26,5.3
-30.3351,-67.7791,60.1,4.6
-28.5289,-71.4216,41.75,4.1
-27.1458,-71.217,35,4.2
-30.7158,-71.6708,31.63,4.3
-23.7124,-66.6258,203.68,4.4
-25.1081,-70.789,45.22,4.3
-31.396,-68.6181,102.87,5
-30.6954,-71.5222,42.52,4
-30.1844,-71.5335,35,4.4
-31.2417,-69.1134,137.37,4.4
-24.2072,-67.0374,196.49,4.2
-29.7329,-71.7046,33.7,4.1
-23.8908,-66.7525,206.26,4.5
-23.8871,-66.8167,209.46,4.4
-24.2013,-67.2563,186.51,4.2
-24.3603,-67.1765,173.22,4.8
-24.0777,-66.9781,166.91,4.9
-24.2502,-67.0789,183.96,4.4
-27.4535,-70.26,92.67,4.4
-29.7363,-69.3107,112.93,4.6
-22.8015,-68.0184,142.46,4.4
-23.1591,-68.9534,89.9,4.9
-31.3417,-68.2592,22.78,4.5
-24.2092,-67.3473,211.56,4.6
-28.8279,-71.6442,10,4.5
-24.1933,-67.1216,180.38,4.3
-23.3389,-69.8542,78.81,4.1
-29.3829,-70.8021,76.12,4.2
-30.0228,-71.6749,30.34,4.3
-24.9314,-68.8927,98.05,4.3
-29.9055,-72.1195,10,4.9
-24.2223,-67.0827,162.26,4.9
-24.2271,-67.2521,193.95,4.2
-25.3933,-71.2047,35,4
-28.2586,-67.569,167.69,4.1
-25.0025,-70.9251,30.31,4
-28.0261,-66.7946,142.34,4.9
-28.2166,-67.4164,123.45,4.7
-24.1979,-66.9962,171.84,4.4
-24.221,-67.3374,189.47,4.4
-23.3811,-66.9188,220.51,4
-28.253,-67.4727,118.12,4.5
-24.1281,-67.0825,205.02,4.1
-24.2586,-67.3747,195.22,4
-29.3774,-72.0182,10.47,4.1
-23.4546,-68.1935,133.18,4.3
-31.2566,-68.7108,107.23,4.6
-25.8389,-69.0922,107.67,4.1
-31.6447,-69.6728,115.39,4.7
-23.91,-67.3767,238.57,4.1
-27.9046,-66.8037,167.09,4.2
-23.3552,-66.8111,204.47,4.5
-25.4759,-64.4012,37,4.3
-24.1828,-67.3359,187.66,4.2
-29.6384,-68.346,105.91,4.5
-30.8276,-71.5082,47.02,4.5
-30.7523,-71.4746,50.31,4.6
-27.6271,-67.5351,132.52,4.4
-24.0624,-66.7203,187.07,4.9
-24.2631,-67.1852,178.56,4.1
-23.3452,-66.676,209.42,4.2
-27.4675,-66.7251,34.13,4.8
-28.0401,-66.877,162.54,4.4
-30.595,-71.4315,35.43,4
-24.0863,-66.8645,243.98,4.1
-31.5741,-68.1945,112.96,4.6
-31.3015,-68.8829,112.16,4.2
-31.4648,-69.4569,110.26,4.4
-30.1956,-71.3476,58.13,4.5
-29.3602,-71.0244,78.31,5
-29.4385,-71.3879,39.14,4.2
-30.5055,-71.6897,35,4.4
-24.0615,-67.0144,206.55,4.2
-24.1439,-66.8304,184.34,4.8
-28.4089,-67.3936,131.39,4.5
-29.9529,-72.0789,10,4.4
-30.0507,-72.0911,12.04,4.4
-30.1295,-72.1342,10,4.5
-30.1153,-72.3196,10,4.8
-30.0557,-72.0819,11,6.4
-30.4442,-71.3771,47.51,5
-31.1858,-68.716,112.97,4.5
-28.7331,-71.121,59.68,4.3
-28.2159,-67.4469,145.34,4.5
-27.3042,-71.3188,10,4.2
-24.05,-66.9161,198.34,4.3
-24.3319,-67.2463,193.76,4.5
-27.4146,-70.1933,75.21,5.3
-30.3929,-72.0464,20.51,4.4
-24.1143,-66.9982,181.74,4.2
-23.7285,-67.1885,192.87,4.3
-23.668,-69.3581,94.93,4.2
-29.6954,-71.3709,46.48,4.4
-23.4265,-68.8672,98.05,4.9
-30.6521,-71.6544,26.76,4.4
-25.9744,-69.0462,117.96,4.3
-27.8854,-66.6429,148.84,5.2
-30.4929,-71.3294,56.01,4.4
-23.1389,-66.689,195.81,5
-24.1738,-67.1377,193.86,4.1
-31.4782,-70.0028,108,5.5
-23.9133,-67.9182,129.74,4.2
-24.2816,-67.0671,178.97,4.7
-23.9112,-66.8322,200.25,4.2
-24.2568,-67.2192,189.83,4.1
-23.7841,-66.8017,222.77,4.4
-31.456,-69.3931,105.45,5.1
-24.099,-67.0714,226.76,4.7
-24.0177,-66.7117,194.17,4.1
-24.2106,-67.1095,198.2,4
-22.858,-69.0094,103.24,4.6
-24.2458,-66.8721,178.26,4.4
-29.7845,-71.5994,33.54,4.1
-28.1444,-67.3963,129.82,5
-30.7945,-71.575,35.69,4.7
-30.0583,-71.6683,18.87,4
-24.1203,-70.9435,40.93,4.7
-24.1481,-67.0829,218.78,4.2
-25.9247,-71.1823,10,4.2
-30.2667,-71.4723,60.41,4
-30.9076,-68.2185,10,4.4
-23.2078,-66.612,214.58,4.4
-25.8994,-71.0166,29,5.5
-29.6656,-71.5062,41.26,4.6
-24.2271,-67.2215,181.01,4.4
-24.2469,-67.0884,157.81,5.1
-24.3453,-67.0144,162.21,5
-30.9431,-71.4403,50.17,4.3
-24.0733,-67.2904,196.36,4.6
-29.3648,-71.5891,54,5.6
-23.1736,-66.8216,210.16,4.2
-27.8289,-71.4598,34.8,4.6
-24.1198,-66.8594,222.14,4.4
-24.5626,-70.1013,62.46,4.8
-29.4764,-71.446,46.98,4
-24.0361,-67.1912,206.89,4
-24.121,-67.1656,221.31,4.6
-24.8833,-68.5404,131.96,4.1
-30.0596,-71.3739,61.58,4.8
-28.1294,-68.7223,101.29,4.3
-30.2718,-71.3856,62.5,4.8
-30.1909,-71.4702,35,4.4
-23.9637,-70.226,50.26,4.5
-24.193,-67.0736,185.63,4.7
-24.035,-67.1136,191.64,4.3
-24.739,-70.9324,35,4.2
-24.598,-70.1015,45.54,5.4
-23.1841,-66.8571,220.26,4.3
-24.8335,-68.024,157.65,4.3
-22.839,-68.8772,113.45,4.6
-24.7156,-71.9144,10,4.1
-22.9333,-68.7232,113.48,3.9
-27.3878,-67.2616,129.95,4.8
-23.3614,-67.8341,142.28,4.4
-30.1839,-71.2386,69.27,4
-29.9036,-72.0883,10,4.5
-29.7721,-71.5547,41,5.2
-27.9205,-66.7636,173.78,4.8
-30.691,-71.5346,40.67,4
-30.5805,-71.8559,35,4.2
-28.5841,-70.5223,106.33,4.3
-25.7656,-70.5588,48.99,4.5
-30.3747,-72.2047,10,4.5
-31.4248,-70.0982,115.38,4.5
-30.2248,-71.3174,45.71,3.6
-30.6629,-71.4228,47.59,4.4
-30.2237,-71.3998,45.71,4.6
-29.4648,-72.6945,17,5.7
-30.0876,-71.3535,67.36,4.3
-29.8891,-71.8443,10.07,4.4
-27.9109,-66.6465,157.84,4.3
-30.5876,-71.6336,23.99,5
-23.8638,-66.9406,218.02,4.2
-24.0182,-67.0469,178.29,4.5
-30.1663,-71.4669,47.16,4.9
-29.6718,-71.3338,35.82,4.5
-29.7751,-71.813,10,5.3
-23.4039,-67.6776,139.96,4.1
-23.121,-66.6234,188.01,4.9
-23.4174,-69.4391,103.4,4.1
-30.7502,-70.953,88.38,4.5
-24.3129,-67.1154,182.59,4.5
-24.1897,-66.9871,187.72,4.4
-28.0144,-71.5304,21.45,4.8
-23.9557,-66.665,191.89,4.4
-27.9617,-66.8615,180.1,4.2
-24.1061,-67.2664,184.36,4.3
-23.1819,-68.6171,92.69,4.5
-30.0228,-71.3881,36.52,4.5
-23.8515,-67.3033,206.42,4.5
-29.6813,-71.2978,35,4.1
-28.0204,-70.806,101.39,4.5
-24.0825,-66.7305,195.59,4.4
-24.1699,-66.8571,176.07,4.3
-22.8314,-68.7228,104.25,4.2
-22.9853,-69.3328,113.91,4.1
-23.5661,-68.2039,135.04,4.2
-24.1452,-66.9462,192.39,4.3
-27.9023,-67.4727,169.4,4.2
-25.8985,-70.6676,51,5.6
-27.9708,-66.8873,170.25,4.2
-30.6978,-71.1616,74.22,4.4
-24.1245,-67.3699,209.7,4.2
-29.6795,-71.3763,37.12,4.4
-24.1555,-67.3337,224.91,4.6
-30.0543,-71.5357,57.62,4.4
-30.1795,-71.5061,64.23,4.6
-30.1191,-71.3753,58.3,5.1
-24.2926,-67.2007,184.84,4.5
-30.1362,-71.5813,47.09,4.8
-30.2224,-71.6299,43.82,4.8
-30.0953,-71.4701,49.52,4.6
-29.6779,-69.7775,123.27,4.2
-24.1275,-67.1778,231.08,4.2
-29.8819,-71.9885,17.03,4.5
-30.1422,-71.3507,62.7,4
-30.0998,-71.3611,60.97,4.4
-30.0756,-71.408,59.28,4.3
-30.0404,-71.3815,63,6.7
-31.2922,-69.3221,137.4,4.5
-30.7905,-71.5834,61.54,4.6
-26.235,-70.6951,63.96,4.2
-28.194,-69.6194,103.52,4.4
-24.2109,-66.895,211.98,4.1
-23.6341,-66.7288,210.43,4.5
-31.5446,-67.7325,10,4.4
-25.4188,-71.05,10,4.6
-29.9779,-72.2278,10,4.7
-23.9287,-66.9423,226.49,4
-24.1875,-67.448,195.86,4
-25.4722,-70.3885,36.71,4.2
-24.1531,-66.896,183.73,4.5
-23.1395,-69.1466,94.05,4.4
-24.0604,-66.8274,196.2,4.1
-24.128,-66.6556,194.34,4.5
-23.5244,-66.9726,231.24,4.5
-29.8408,-72.0665,41.42,4.6
-31.5856,-69.8371,126.78,4
-27.621,-69.1494,106.35,4.5
-27.4686,-70.0876,82.48,4.5
-24.0755,-66.8861,172.95,4.5
-23.4816,-69.6673,75.97,4.3
-25.8531,-71.0912,20.45,4.4
-24.2557,-66.8622,188.47,4.4
-23.289,-68.8255,106.35,4.1
-27.9927,-69.3632,93.5,4.6
-24.7373,-67.9476,123.03,4.4
-24.1917,-66.8477,178.56,4.6
-23.3871,-69.3348,83.49,4.8
-30.6627,-71.7883,28.94,4.4
-23.2172,-69.2423,93.93,4.1
-27.6843,-69.0879,100.38,4.6
-30.5644,-71.3725,54.71,4.3
-23.4716,-66.4708,197.55,4.3
-23.8858,-66.7135,199.76,4.8
-24.7525,-70.5736,35.2,4
-30.7611,-71.6815,38.62,4.2
-24.0563,-66.7989,187.45,4.6
-24.2401,-66.9738,152.66,4.5
-29.008,-70.3583,92.49,4.8
-28.747,-67.8543,128.82,4.3
-30.725,-71.4179,32.22,4.8
-30.6485,-71.8774,24.25,4.5
-30.6535,-71.6624,48.67,4.2
-24.0832,-67.1086,264.58,4.3
-24.0638,-66.8131,177.3,4.6
-28.8586,-67.3543,117.1,4.6
-29.8599,-71.3784,37.71,4.2
-24.1223,-67.0857,191.98,4.1
-24.0789,-67.1933,204.22,4.2
-26.2435,-69.3262,114.11,4.1
-24.3539,-69.5126,110.87,4.3
-31.3171,-68.6042,111.76,4.4
-24.0921,-68.9684,96.16,4.7
-23.5727,-66.7764,199.29,4.5
-30.6285,-71.7108,25.76,5.2
-27.9857,-66.5921,165.2,4.7
-30.7409,-68.9648,147.6,4.3
-27.8401,-71.2091,21.79,4.6
-29.7913,-71.7725,28.26,4.4
-24.1985,-67.3297,174.95,4.4
-23.9599,-66.8285,246.85,4.5
-24.3439,-67.1158,174.63,4.4
-24.1209,-67.0847,203.67,4.4
-25.1809,-69.5439,81.18,4.1
-31.6462,-69.6082,119.94,4.4
-30.2185,-67.4637,32.27,4.7
-27.1916,-71.2176,21.27,4.5
-30.5959,-71.8934,16.42,4.1
-24.1483,-67.3455,201.12,4.2
-23.0733,-66.7666,240.4,4.3
-27.3733,-71.2397,39.62,4.4
-24.3101,-70.3322,40.83,4.4
-24.0481,-67.0662,219.76,4.1
-30.5926,-71.7118,35,4.7
-23.0209,-68.0469,130.93,4.2
-23.7473,-67.1329,207.34,4
-29.6984,-71.5898,35.05,4.3
-28.7537,-67.2125,118.08,4.5
-29.1217,-70.7088,72.89,4
-23.9662,-66.6543,194.14,4.7
-26.4937,-69.3138,124.56,4.3
-27.5552,-69.3473,110.91,4.2
-23.4053,-70.0259,70.59,4.3
-27.7403,-69.6387,52.71,4.3
-24.3931,-67.5377,206.66,4.3
-24.019,-67.007,157.77,4.7
-23.1611,-66.6159,208.34,4.4
-24.0737,-66.9008,183.77,4.6
-23.9452,-67.0312,202.2,4.1
-23.1728,-66.7384,217.52,4.4
-24.0066,-66.8296,196.32,4.5
-30.6279,-71.7581,31.01,4.6
-27.9186,-71.2558,19.17,4.1
-24.3287,-66.9161,187.94,4.2
-24.0753,-66.8351,202.93,4.7
-24.2366,-67.347,187.77,4.3
-27.9768,-71.4292,27.8,4.2
-29.9968,-71.7688,23.12,4.1
-30.2309,-71.5087,42.05,4.6
-28.0444,-68.8827,92.87,4
-29.6187,-70.575,96.89,4.4
-25.2159,-69.1707,93.74,4.3
-24.5038,-67.9319,151.46,4.2
-24.3487,-70.148,54.24,4.4
-24.3472,-70.0513,60.63,4.1
-24.3507,-70.041,61.2,5.3
-25.8996,-70.9383,28.41,5.4
-30.8887,-71.3891,46.93,3.9
-24.1087,-66.895,193.6,4.5
-24.3163,-66.9615,220.53,4.2
-24.0257,-66.8732,206.43,4.1
-24.2417,-67.1785,161.67,4.2
-23.9618,-66.8963,236.29,4.2
-24.3423,-67.1978,179.38,4.4
-24.2086,-70.6462,35.99,3.8
-28.7391,-71.6956,35,5.3
-23.7393,-66.9819,231.11,4.4
-30.5214,-69.7273,107.26,4.7
-24.0198,-67.1178,243.04,4.1
-31.6744,-67.9961,103.8,4.3
-28.8696,-69.9459,93.13,5.8
-28.2655,-70.708,95.92,4.5
-29.3724,-71.3799,44.5,4.6
-30.3123,-71.8146,28.49,4
-29.0981,-71.5001,11.21,4
-24.2231,-67.0869,179.3,4.4
-29.6752,-71.4107,34.49,4
-29.6839,-71.3635,35.03,5.2
-29.7178,-71.5452,54.77,5
-24.0446,-66.9729,200.68,4
-23.3534,-68.2236,116.59,4.3
-23.0941,-66.8527,254.72,4.5
-23.9307,-67.0548,219.87,4.1
-23.3813,-69.5592,78.03,4.3
-30.6891,-71.5361,42.26,4
-26.7554,-71.0367,17.11,4.6
-30.0932,-71.5811,35,4.4
-29.7024,-71.3695,45.1,4.1
-28.7433,-71.7871,11.05,4.2
-29.3361,-72.0119,10,4
-27.3673,-69.4653,118.02,4.1
-23.292,-66.7912,253.41,4.3
-24.1713,-66.9358,195.77,4.2
-24.2065,-67.0046,214.58,4.5
-24.4019,-68.4671,68.87,4.8
-27.6267,-71.6123,10,4.4
-24.0392,-66.8357,204.16,4.3
-24.2107,-67.4983,203.02,4.1
-31.3289,-68.8413,115.15,4.3
-24.0265,-67.273,254.69,4.1
-28.9731,-67.2045,114.69,4.2
-24.0624,-67.0111,218.87,4
-29.087,-67.4839,119.86,4.5
-24.311,-67.1142,181,4.5
-29.8506,-71.715,20.21,4.6
-24.2206,-67.3663,187.86,4.2
-23.1187,-66.7199,206.76,4.2
-27.54,-70.407,96.85,4.4
-24.344,-67.8974,132.68,4.2
-23.7025,-68.2155,140.25,4.3
-24.0354,-67.0895,225.69,4.4
-30.8339,-71.5251,47.85,4.1
-28.6631,-71.5658,20.79,4.2
-28.2058,-67.5349,114.32,4.2
-24.2056,-67.2006,204.29,4
-24.1516,-67.3141,210.6,4
-27.8224,-72.3109,10,4.4
-30.2779,-72.0346,15.24,4.4
-30.5793,-71.6885,33.43,4.2
-23.9684,-66.7777,230.83,4.4
-24.5216,-67.9016,147.44,4.1
-24.2968,-67.0881,169.3,4.5
-27.9242,-71.4263,21.4,4.4
-23.2407,-68.7603,101.4,4.9
-24.2914,-67.3336,208.3,4.2
-28.8487,-71.2732,35,4.6
-24.2763,-67.2654,187.3,4
-30.6531,-71.3484,35,4.3
-24.1193,-67.2495,186,4.2
-24.3661,-67.1847,191.76,4.1
-29.6711,-69.4261,131.54,4.4
-24.1829,-66.8513,178.75,4.3
-27.8363,-72.1683,10,4.2
-30.366,-71.6552,29.73,4.7
-22.9681,-69.1938,109.62,4.2
-24.233,-66.8775,170.26,4.8
-28.7317,-70.8122,10,4.3
-24.267,-67.0505,189,5.6
-30.337,-71.5562,29.43,4.3
-30.7024,-71.4083,42.52,4.2
-23.8452,-66.5251,201.38,4.9
-26.7636,-71.1526,23.96,4.3
-27.9279,-66.6632,165.81,4.4
-31.3963,-67.8238,12.14,4.3
-31.2663,-68.9442,109.78,4.6
-29.5744,-71.4186,50.25,4.3
-31.3225,-68.696,114.88,4.6
-24.2121,-67.1953,187.53,4.2
-29.1343,-72.7044,30.23,4.3
-24.1983,-67.1676,185.53,4
-23.5419,-66.8337,210.23,4.4
-24.4938,-67.0598,163.94,4.5
-23.4801,-69.2535,101.28,4.5
-31.5227,-67.2677,113.59,4
-24.0344,-66.8408,205.95,4.1
-24.1377,-67.2032,219.08,4.4
-31.2281,-68.6076,106.3,5
-30.2489,-71.5903,21.46,4.3
-24.0849,-66.8468,190.47,4.4
-29.7259,-68.5567,104.98,4.4
-24.2689,-67.4239,202.23,4.5
-30.6289,-71.7387,33.2,4.2
-25.4607,-70.7784,25.58,4.1
-24.115,-67.396,200.72,4.5
-27.645,-71.2686,36.62,3.9
-26.6598,-64.272,10,4.1
-24.3383,-67.9836,114.75,4.3
-23.079,-68.1727,123.37,4.5
-24.2078,-66.8762,171.31,5
-27.4663,-67.4238,170.5,4.4
-23.0481,-67.8473,172.76,4.4
-29.8143,-71.4232,38.46,4.8
-28.3673,-70.7906,84.97,4.1
-26.3064,-67.9828,35.98,4.7
-24.3225,-67.3535,205.96,4.1
-23.5005,-67.8446,136.74,4.7
-23.1904,-66.8511,224.43,4.1
-25.5631,-69.4293,10,4.4
-25.612,-69.3008,10,4.2
-23.9858,-66.8891,222.45,4.3
-28.1777,-71.4304,22.37,4.4
-24.3189,-66.9657,169.51,4.8
-24.0526,-67.2406,222.88,4.2
-30.6416,-71.3047,55.68,4.7
-24.0965,-66.9046,198.73,4.1
-23.391,-66.9795,219.03,4.2
-27.2942,-69.1076,97.77,4.6
-27.2244,-64.5471,10,3.7
-29.8689,-71.6405,32.15,3.4
-29.8213,-71.7342,36.45,4.8
-28.9731,-70.2017,111.18,4.5
-23.1225,-66.8411,254.38,4.5
-28.3659,-70.2936,93.96,4.4
-31.484,-67.6001,46.24,4.3
-23.9284,-66.6079,205.37,4.4
-26.4876,-71.4307,19.08,4.1
-27.1805,-71.9457,10,4.3
-30.3122,-67.4268,38.43,4.6
-24.0289,-70.2973,59.94,3.7
-25.1164,-70.4069,73.53,4.1
-24.0354,-66.7962,213.45,4.2
-22.9985,-68.0247,130.89,4.4
-28.1213,-70.7264,73.22,4.5
-23.9213,-66.7874,193.09,4.3
-28.8062,-67.8804,41.58,4.1
-30.3146,-71.4367,31.77,4.1
-30.1802,-72.0863,10,4.7
-30.6069,-71.6268,29.54,4.3
-24.1879,-67.2478,189.6,4.3
-24.2987,-66.8526,166.07,4.4
-24.7364,-69.4961,78.42,4.3
-25.7063,-68.8681,119.12,4.7
-23.9997,-66.6264,209.74,4.4
-23.9905,-66.5855,204.87,4.9
-27.5319,-69.8097,89.46,4.4
-28.4883,-71.3648,24.45,3.9
-28.8307,-71.5391,24.18,4.2
-24.1924,-65.2067,38.44,4.5
-23.3567,-69.0969,88.12,4.3
-27.7012,-67.257,109.22,4.2
-28.9241,-67.4602,168.03,4.1
-27.1763,-70.2712,98.59,4.2
-24.1912,-67.2716,191.27,4.4
-22.9983,-69.1439,122.17,4.4
-30.7198,-71.4344,47.12,4.4
-23.0992,-68.9467,107.52,4.3
-29.0064,-71.5672,23.34,4.3
-30.8942,-71.2574,59.89,4.7
-27.9135,-66.8314,189.59,4.7
-24.11,-67.0921,236.5,4
-28.3803,-67.4776,120.33,4.9
-31.4773,-67.6403,53.41,4.5
-29.1017,-72.8811,10,4.3
-29.1138,-72.8876,10,4.4
-29.7406,-71.7056,38.06,4
-23.9444,-67.9457,162.3,4.1
-25.2939,-70.8897,10,4.2
-25.3124,-70.5969,42.08,4.9
-29.2199,-72.7673,10,4
-23.7405,-69.1938,81.89,4.2
-29.1811,-72.6635,10,4.3
-29.3489,-69.4596,118.73,4.8
-27.8173,-71.6935,8.15,4.6
-23.7189,-66.909,217.11,4.3
-25.604,-70.8448,43.19,4.3
-22.8907,-68.8592,103.46,4.1
-25.6665,-71.0218,35,4.1
-23.9202,-66.754,197.12,4.5
-29.247,-72.6041,10,5.1
-29.3612,-71.9694,37.54,4.1
-26.9867,-71.4377,10,4.4
-29.9618,-71.8216,10,4.7
-31.5621,-70.0399,100.73,5.2
-27.957,-71.3684,19.85,4.3
-31.379,-67.7159,38.06,4.4
-30.4363,-72.0405,10,4.8
-23.9853,-66.7952,208.86,4.3
-31.2729,-68.6683,86.89,5.4
-28.2506,-68.9024,79.29,5.1
-29.1115,-71.282,56.83,4.2
-28.9219,-71.9104,35.04,5.2
-24.1109,-67.089,218,4.2
-27.9567,-66.5122,157.37,4.3
-24.1638,-67.1559,186.88,4.2
-28.4028,-72.5783,10,4.6
-27.0845,-71.3242,13.76,4
-28.7035,-71.8854,21.94,4.4
-24.5115,-69.084,126.56,4.2
-24.1323,-67.3676,247.87,4.6
-24.0586,-67.3239,200.28,4
-27.8337,-66.8102,150.88,4.3
-23.8012,-68.6662,104.07,4.4
-27.5647,-69.5867,111.3,4.2
-22.816,-68.3557,127.93,4.3
-27.9535,-71.554,30.87,4.2
-24.8871,-70.2061,47.78,5.4
-31.3805,-69.4762,124,4.2
-23.9888,-69.2606,87.25,4.4
-29.9971,-68.1149,53.88,4.5
